drug_name,indication_name
vilazodone,weight decreased
leflunomide,autoimmune disorder
carboprost,surgery
meperidine,renal impairment
cortisone,aplasia pure red cell
tiagabine,drug interaction
exemestane,bone cancer metastatic
oxybutynin,extravasation
dantrolene,neuroleptic malignant syndrome
ezetimibe,arteriosclerosis
goserelin,metastasis
technetium-99m,ischaemia
amantadine,neuromyopathy
tetrabenazine,tardive dyskinesia
amphotericin,sporotrichosis
metformin,obesity
cisplatin,brain neoplasm malignant
labetalol,cardiac failure congestive
hydroxocobalamin,hypertension
cerivastatin,dyslipidaemia
cefoxitin,parametritis
tamoxifen,carcinoid tumour
edrophonium,respiratory depression
captopril,hypotension
alosetron,abdominal pain
famotidine,gastric ulcer
clopidogrel,thrombocytopenia
ertapenem,pyelonephritis
atenolol,hepatocellular injury
flucloxacillin,wound infection
orlistat,drug interaction
procaine,pneumococcal infection
fenofibric,weight decreased
thiotepa,neoplasm
doxazosin,urinary incontinence
captopril,rash
nitroprusside,methaemoglobinaemia
epinephrine,carotid sinus syndrome
clindamycin,diarrhoea haemorrhagic
adenosine,coronary artery disease
dexamethasone,trichiniasis
technetium-99m,squamous cell carcinoma
aminophylline,cerebral vasoconstriction
verapamil,hyperlipidaemia
amiloride,cardiac failure congestive
nitroglycerin,pain
estradiol,pruritus
aminophylline,bronchospasm
loxapine,bronchial hyperreactivity
l-dmp,abdominal discomfort
eprosartan,hypertension
everolimus,"astrocytoma, low grade"
fosaprepitant,procedural nausea
torasemide,foetor hepaticus
etoposide,small cell lung cancer
ganciclovir,retinal scar
cefditoren,tonsillitis
fenofibrate,dyslipidaemia
pindolol,ventricular extrasystoles
6-mercaptopurine,lymphoma
sonovue,cardiovascular disorder
ruxolitinib,myelofibrosis
ceftazidime,otitis media
dexamethasone,iritis
medroxyprogesterone,neoplasm malignant
cisplatin,prostate cancer
clarithromycin,acquired immunodeficiency syndrome
bcnu,medulloblastoma
asenapine,schizoaffective disorder
lomitapide,hypercholesterolaemia
olopatadine,nasal septum perforation
oxycodone,orthostatic hypotension
testosterone,erythema
8-mop,albinism
fosfomycin,perinephric abscess
fosaprepitant,vomiting
prasugrel,cerebrovascular accident
reserpine,essential hypertension
morphine,lung neoplasm malignant
cefpodoxime,acute sinusitis
iodide,neoplasm malignant
natamycin,blepharitis
ipratropium,rhinorrhoea
aspirin,transient ischaemic attack
degarelix,hormone-dependent prostate cancer
cabergoline,galactorrhoea
minocycline,sinusitis
mitoxantrone,multiple sclerosis
conjugated,breast cancer
lovastatin,high density lipoprotein decreased
fk463,meningitis
cefuroxime,bladder pain
thymidine,hepatocellular injury
ceftazidime,pyelonephritis
cefepime,hypotension
morphine,pulmonary oedema
nefazodone,suicidal ideation
methadone,pulmonary function test decreased
doxycycline,furuncle
meloxicam,acute coronary syndrome
olopatadine,conjunctivitis allergic
fidaxomicin,infection
prednisone,oedema
sertraline,agoraphobia
gefitinib,haemorrhage
bcnu,hodgkin's disease lymphocyte depletion type stage unspecified
acetaminophen,insomnia
nefazodone,bradyphrenia
simvastatin,type iii hyperlipidaemia
fexofenadine,rhinorrhoea
famotidine,fatigue
citric,gout
fluconazole,vulvovaginal mycotic infection
cilazapril,hepatic function abnormal
olanzapine,dyskinesia
simvastatin,dyslipidaemia
cefotaxime,endometritis
demethyl,chorioretinitis
oseltamivir,rhinitis
metoprolol,renal failure
dihydroergotamine,hypoaesthesia
spectinomycin,proctitis
colesevelam,hypercholesterolaemia
cortisone,pemphigus
hepatitis,hepatitis c
dothiepin,major depression
carnitine,muscle relaxant therapy
iodixanol,neoplasm malignant
propoxyphene,pain
rosiglitazone,insulin resistance
implanon,drug interaction
gd-dtpa,neoplasm
fluconazole,body tinea
lovaza,hypothyroidism
meperidine,pancreatitis
phenobarbital,cholera
gemcitabine,thrombocytopenia
rosiglitazone,type 2 diabetes mellitus
quinidine,plasmodium falciparum infection
carnitine,inborn error of metabolism
naproxen,rheumatic disorder
dexamethasone,granuloma annulare
chlorpheniramine,dermatitis contact
ogen,hyperhidrosis
cimetidine,scleroderma
danazol,angioedema
cefixime,gonorrhoea
indapamide,gout
tetracycline,q fever
omeprazole,vomiting
thiamine,hyperthyroidism
captopril,infarction
cosyntropin,secondary adrenocortical insufficiency
diphenhydramine,seasonal allergy
dapsone,dermatitis herpetiformis
photofrin,barrett's oesophagus
griseofulvin,actinomycosis
mometasone,drug interaction
penicillin,urticaria
nafarelin,haemoglobin
aspirin,rheumatic disorder
tizanidine,muscle spasticity
penicillin,pharyngitis streptococcal
entacapone,parkinsonism
eplerenone,hyperlipidaemia
cephalexin,endocarditis bacterial
fosaprepitant,nausea
apomorphine,parkinson's disease
monobenzone,skin hyperpigmentation
tobramycin,deafness
cefazolin,renal failure
pomalidomide,disease progression
fluoxetine,bipolar i disorder
thyroxine,goitre
edta,ventricular arrhythmia
acth(1-39,skin disorder
nitroglycerin,vasodilation procedure
dopamine,angiopathy
diflunisal,osteoarthritis
metaproterenol,asthma
rosiglitazone,diabetic ketoacidosis
atropine,wheezing
cefixime,cystitis
cefotaxime,soft tissue infection
methylprednisolone,dermatitis
arginine,gigantism
meclofenamate,body temperature increased
sorafenib,non-small cell lung cancer
famp,leukaemia
gd-dtpa,scar
zoledronic,atrial fibrillation
ketoprofen,osteoarthritis
flucloxacillin,renal impairment
simvastatin,type ii hyperlipidaemia
prochlorperazine,labyrinthitis
saquinavir,disease progression
ketoprofen,spinal osteoarthritis
supremon,hypertension
ropivacaine,labour pain
simvastatin,peripheral vascular disorder
cefazolin,genital infection
cerivastatin,blood triglycerides increased
retinoic,rash pustular
azelastine,upper-airway cough syndrome
methylprednisolone,rheumatoid arthritis
dexamethasone,brain neoplasm
carvedilol,arrhythmia
diphenhydramine,urticaria physical
doxycycline,erythema
azithromycin,trachoma
methyltestosterone,secondary hypogonadism
darifenacin,benign prostatic hyperplasia
chlorpheniramine,seasonal allergy
terlipressin,ascites
oxytetracycline,upper respiratory tract infection
clarithromycin,bronchitis
candesartan,renal failure
teniposide,hodgkin's disease lymphocyte predominance type stage unspecified
amitriptyline,depressive symptom
tiotropium,atrial fibrillation
sorafenib,neoplasm malignant
k779,body temperature increased
perphenazine,nausea
acyclovir,herpes simplex encephalitis
l-dmp,hot flush
amphetamine,learning disability
diltiazem,essential hypertension
hydroflumethiazide,renal failure chronic
roxithromycin,tonsillitis
ciprofloxacin,fasting
gatifloxacin,pyelonephritis
paricalcitol,hyperparathyroidism secondary
carbamazepine,mania
atropine,pylorospasm
sumatriptan,headache
metolazone,pregnancy
podophyllotoxin,squamous cell carcinoma
itraconazole,tinea versicolour
gemfibrozil,coronary artery disease
arsenic,acute leukaemia
retinoic,nodule
cortisone,loeffler's syndrome
erythromycin,soft tissue infection
fluoxymesterone,orchitis
fenofibrate,obesity
arsenic,myeloid leukaemia
ogen,osteoporosis postmenopausal
buspirone,anxiety disorder
atropine,eye infection
cefuroxime,bronchitis
metronidazole,amoebic colitis
dexamethasone,azotaemia
famotidine,jaundice cholestatic
idarubicin,cardiac disorder
sitagliptin,renal failure
mannitol,cystic fibrosis
conjugated,hormone level abnormal
bromocriptine,angina pectoris
lioh,bipolar i disorder
bumetanide,nephrotic syndrome
dorzolamide,ocular hypertension
progesterone,urinary tract infection
erythromycin,conjunctivitis
meloxicam,osteoarthritis
fexofenadine,hypersensitivity
phenylbutyric,ornithine transcarbamoylase deficiency
glucose,hypocalcaemia
indomethacin,periarthritis
vincristine,non-hodgkin's lymphoma
bromocriptine,type 2 diabetes mellitus
nifedipine,short-bowel syndrome
metronidazole,bacterial infection
droperidol,shock
methylprednisolone,pneumonia
neostigmine,ileus paralytic
salbutamol,premature labour
chlorambucil,epilepsy
cefpodoxime,pneumonia
lamivudine,hepatitis b
guanidinium,myasthenia gravis
vancocine,lower respiratory tract infection
vigabatrin,grand mal convulsion
clopidogrel,arteriosclerosis
acyclovir,meningoencephalitis herpetic
triamcinolone,gouty arthritis
sulfamethoxazole,autoimmune disorder
conjugated,multiple fractures
dexamethasone,fibromyalgia
acebutolol,ventricular extrasystoles
gonadorelin,endometrial cancer
chlorpromazine,psychotic disorder
alprazolam,chills
labetalol,angina pectoris
conjugated,vulval leukoplakia
tetracycline,lower respiratory tract infection
phentolamine,phaeochromocytoma
etravirine,pathogen resistance
fenofibric,carotid artery disease
buspirone,dizziness
ibandronate,metastasis
desvenlafaxine,major depression
irbesartan-hydrochlorothiazide,hypertension
estriol,atrophy
timolol,atrial fibrillation
cefprozil,tonsillitis
flucloxacillin,enteritis
duloxetine,urinary tract disorder
amphetamine,affect lability
meclofenamate,rotator cuff syndrome
trandolapril,cardiac failure
proguanil,renal impairment
topotecan,rhabdomyosarcoma
prednisolone,conjunctivitis allergic
tenoxicam,cervicobrachial syndrome
ceftazidime,urinary tract infection
prednisone,inflammatory bowel disease
cefotaxime,genital infection female
lisuride,chills
adapalene,acne pustular
gadobenate,renal failure
eplerenone,hypotension
alprazolam,hyperhidrosis
cefuroxime,otitis media bacterial
clindamycin,plasmodium falciparum infection
foscarnet,retinitis
loratadine,skin disorder
etoposide,pancytopenia
cefpodoxime,cystitis
demethyl,adrenogenital syndrome
dexamethasone,injury corneal
carbinoxamine,mechanical urticaria
ceftriaxone,renal failure
5-aza-2'-deoxycytidine,myelodysplastic syndrome
epinephrine,cardiac disorder
lurasidone,schizoaffective disorder
reboxetine,depressive symptom
buspirone,abdominal discomfort
moexiprilat,essential hypertension
nicotine,peptic ulcer
neomycin,thermal burn
nitrofurantoin,infection
orlistat,weight decreased
nitroglycerin,haemorrhoids
hydromorphone,neoplasm malignant
gentamicin,infection
mupirocin,psoriasis
azathioprine,pemphigus
oestrogen,atrophy
azilsartan,acute coronary syndrome
midodrine,multiple system atrophy
nadolol,diabetes mellitus
erythromycin,panophthalmitis
amiloride,arrhythmia
buspirone,depressive symptom
cas,diabetic nephropathy
estrofem,fracture
vincristine,neoplasm
octreotide,portal hypertension
lisinopril,angina pectoris
tranexamic,intracranial aneurysm
bcnu,neoplasm
glycopyrrolate,bradycardia
disopyramide,ventricular arrhythmia
calcium,neonatal tetany
clarithromycin,autoimmune disorder
conivaptan,hypothyroidism
loratadine,rhinorrhoea
thiazide,gravitational oedema
dexamethasone,erythema
simvastatin,angina pectoris
perindopril,cardiac failure
nicotine,prinzmetal angina
canagliflozin,genital infection fungal
domperidone,anorexia nervosa
ceftriaxone,gonorrhoea
sitaxsentan,pulmonary arterial hypertension
metronidazole,lower respiratory tract infection
neomycin,injury corneal
iodixanol,haemoglobin
prednisolone,eye disorder
phenytoin,liver disorder
fluticasone,rhinitis perennial
triamcinolone,necrobiosis lipoidica diabeticorum
irbesartan,single functional kidney
estradiol,inflammation
cefaclor,pharyngitis
ketoprofen,periarthritis
clomiphene,amenorrhoea
sodium,renal failure
bromocriptine,ovarian failure
entecavir,viral infection
sulfasalazine,colitis ulcerative
tranexamic,hyphaema
omeprazole,duodenal ulcer
acetaminophen,pain
tiotropium,chronic obstructive pulmonary disease
norepinephrine,cardiac arrest
prednisone,metabolic alkalosis
tinidazole,herpes simplex
busulfan,plasmacytoma
desvenlafaxine,feeling guilty
captopril,blood potassium increased
colesevelam,hypertriglyceridaemia
penicillin,yaws
fluconazole,tinea cruris
sparfloxacin,pneumonia
nevirapine,dermatitis
atenolol,diabetic nephropathy
tiotropium,strangury
isoniazid,neoplasm malignant
demethyl,secondary adrenocortical insufficiency
flucloxacillin,peritonsillar abscess
etoposide,leukaemia
penicillin,streptococcal infection
dopamine,cerebrovascular accident
nadolol,migraine with aura
nebivolol,angina pectoris
dronedarone,sinus rhythm
cortisol,oedema
colimycin,cystic fibrosis
trazodone,bradyphrenia
acth(1-39,systemic lupus erythematosus
lioh,pressure of speech
hydroxyurea,acute chest syndrome
nepafenac,pain
sulindac,tenosynovitis
clindamycin,genital infection female
methyclothiazide,oedema
temozolomide,disease progression
amantadine,renal impairment
furosemide,oliguria
ceftazidime,mastoiditis
losartan,acute coronary syndrome
desipramine,bipolar disorder
nifedipine,pain
cortisol,synovitis
anastrozole,myocardial ischaemia
clindamycin,gonorrhoea
dihydrocodeine,procedural pain
theophylline,hyperthyroidism
beclomethasone,psoriasis
thiazide,renal failure chronic
erythromycin,amoebic colitis
methylprednisolone,gout
telmisartan,cough
promethazine,dermatitis contact
cefaclor,urinary tract infection
madopar,dyskinesia
flucloxacillin,otitis media
pyridostigmine,myasthenia gravis
atropine,vomiting
flurbiprofen,intraocular pressure increased
nitrazepam,infantile spasms
ramipril,cardiac failure congestive
granisetron,vomiting
potassium,toxicity to various agents
doxapram,lung disorder
captopril,dehydration
flumethasone,skin disorder
ranitidine,gastric ph decreased
fluvastatin,arteriosclerosis
propranolol,migraine
gadoversetamide,neoplasm
miconazole,diabetes mellitus
teduglutide,short-bowel syndrome
thyroxine,tri-iodothyronine normal
ogen,ovarian failure
deferiprone,iron overload
triamcinolone,neoplasm malignant
dexamethasone,colitis ulcerative
cabergoline,oligomenorrhoea
pirbuterol,asthma
cephem,rheumatic disorder
atorvastatin,combined hyperlipidaemia
lamivudine,hepatitis b dna decreased
fenoprofen,osteoarthritis
lioh,aggression
octreotide,pancreatic fistula
dimenhydrinate,motion sickness
gentamicin,wound
moclobemide,major depression
5-fu,actinic keratosis
pegaptanib,age-related macular degeneration
fexofenadine,urticaria
atorvastatin,insulin resistance
itraconazole,systemic candida
sorafenib,deep vein thrombosis
ziprasidone,depressed mood
famotidine,haemorrhage
lamivudine,immunodeficiency
venlafaxine,hot flush
toremifene,breast cancer stage iv
amisulpride,blunted affect
gamma-aminobutyric,hepatitis viral
diatrizoate,cerebral infarction
mefloquine,infection
cgp,osteosarcoma metastatic
fluoxymesterone,secondary hypogonadism
ketoconazole,paracoccidioides infection
terazosin,benign prostatic hyperplasia
salicylate,palmoplantar keratoderma
canagliflozin,type 2 diabetes mellitus
irbesartan,type 2 diabetes mellitus
cortisone,drug hypersensitivity
tolterodine,pollakiuria
cefazolin,sepsis
gemcitabine,lymphoma
adenosine,atrial flutter
miconazole,skin candida
azithromycin,renal failure
ibandronate,gastrointestinal disorder
clindamycin,papule
tadalafil,hypertension
amlodipine,prinzmetal angina
vincristine,nephroblastoma
raltegravir,immunodeficiency
desmopressin,haemorrhage
doxycycline,bronchopneumonia
triamcinolone,berylliosis
buspirone,dysthymic disorder
promethazine,mechanical urticaria
imiquimod,papilloma
brimonidine,developmental glaucoma
minocycline,actinomycosis
metronidazole,hepatocellular injury
nebivolol,diabetic nephropathy
ketoconazole,oral candidiasis
dexamethasone,premature baby
demethyl,meningitis tuberculous
metoclopramide,cardiac failure congestive
pge2,vomiting
ropivacaine,pregnancy
potassium,renal tubular acidosis
trien,biliary cirrhosis
octreotide,carcinoid syndrome
hydromorphone,biliary colic
morphine,proctocolitis
hepatitis,infection
emtricitabine,sexually transmitted disease
dihydroergotamine,hypertension
cabazitaxel,prostate cancer
dasatinib,chronic myeloid leukaemia
dexamethasone,hypoplastic anaemia
lactulose,hepatic encephalopathy
diatrizoate,pituitary tumour benign
indomethacin,gouty arthritis
ustekinumab,urticaria
trospium,urinary incontinence
disulfiram,palpitations
irinotecan,metastases to liver
prednisone,pulmonary fibrosis
irbesartan,proteinuria
sodium,pyloric stenosis
doxazosin,nocturia
doxycycline,anthrax
fusidic,pneumonia
tranexamic,hepatocellular injury
sertraline,decreased interest
cetirizine,erythema
prednisolone,adrenogenital syndrome
ibandronate,asthma
dipivefrin,accommodation disorder
fluconazole,urinary tract infection
